candidate_id,action_mode,threshold,all_train_complements_zero_action_error,all_train_complements_have_true_correction,min_train_auto_action_n,min_train_true_correction_n,heldout_auto_action_n,heldout_true_correction_n,heldout_action_error_n,heldout_rescued_n,heldout_hurt_n
v161_final_review_or_reject||tabular_dino_pca64_logreg_c03||release_or_correct||0.975,release_or_correct,0.975,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||tabular_dino_pca64_logreg_c03||release_or_correct||0.985,release_or_correct,0.985,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||tabular_dino_pca64_logreg_c03||release_or_correct||0.990,release_or_correct,0.99,False,False,0,0,1,0,0,0,0
v161_final_review_or_reject||tabular_dino_pca64_logreg_c03||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.500,agreement_release_only,0.5,False,False,206,0,270,0,9,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.600,agreement_release_only,0.6,False,False,25,0,35,0,1,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.700,agreement_release_only,0.7,False,False,0,0,1,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.800,agreement_release_only,0.8,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.850,agreement_release_only,0.85,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.900,agreement_release_only,0.9,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.925,agreement_release_only,0.925,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.950,agreement_release_only,0.95,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.975,agreement_release_only,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.985,agreement_release_only,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.990,agreement_release_only,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||agreement_release_only||0.995,agreement_release_only,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.500,correction_only,0.5,False,True,35,35,48,48,48,0,48
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.600,correction_only,0.6,False,False,0,0,1,1,1,0,1
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.700,correction_only,0.7,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.800,correction_only,0.8,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.850,correction_only,0.85,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.900,correction_only,0.9,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.925,correction_only,0.925,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.950,correction_only,0.95,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.500,release_or_correct,0.5,False,True,247,35,318,48,57,0,48
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.600,release_or_correct,0.6,False,False,25,0,36,1,2,0,1
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.700,release_or_correct,0.7,False,False,0,0,1,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.800,release_or_correct,0.8,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.850,release_or_correct,0.85,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.900,release_or_correct,0.9,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.925,release_or_correct,0.925,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.950,release_or_correct,0.95,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.975,release_or_correct,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.985,release_or_correct,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.990,release_or_correct,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_dino_extra_trees_d4||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.500,agreement_release_only,0.5,False,False,215,0,276,0,8,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.600,agreement_release_only,0.6,False,False,14,0,23,0,1,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.700,agreement_release_only,0.7,False,False,0,0,1,0,1,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.800,agreement_release_only,0.8,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.850,agreement_release_only,0.85,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.900,agreement_release_only,0.9,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.925,agreement_release_only,0.925,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.950,agreement_release_only,0.95,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.975,agreement_release_only,0.975,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.985,agreement_release_only,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.990,agreement_release_only,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||agreement_release_only||0.995,agreement_release_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.500,correction_only,0.5,False,True,31,31,42,42,41,1,41
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.600,correction_only,0.6,False,False,0,0,3,3,3,0,3
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.700,correction_only,0.7,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.800,correction_only,0.8,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.850,correction_only,0.85,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.900,correction_only,0.9,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.925,correction_only,0.925,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.950,correction_only,0.95,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.500,release_or_correct,0.5,False,True,247,31,318,42,49,1,41
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.600,release_or_correct,0.6,False,False,14,0,26,3,4,0,3
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.700,release_or_correct,0.7,False,False,0,0,1,0,1,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.800,release_or_correct,0.8,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.850,release_or_correct,0.85,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.900,release_or_correct,0.9,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.925,release_or_correct,0.925,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.950,release_or_correct,0.95,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.975,release_or_correct,0.975,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.985,release_or_correct,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.990,release_or_correct,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_dino_extra_trees_d4||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.500,agreement_release_only,0.5,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.600,agreement_release_only,0.6,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.700,agreement_release_only,0.7,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.800,agreement_release_only,0.8,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.850,agreement_release_only,0.85,False,False,244,0,315,0,7,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.900,agreement_release_only,0.9,False,False,237,0,306,0,7,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.925,agreement_release_only,0.925,False,False,234,0,302,0,7,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.950,agreement_release_only,0.95,False,False,223,0,285,0,6,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.975,agreement_release_only,0.975,False,False,203,0,261,0,4,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.985,agreement_release_only,0.985,False,False,151,0,197,0,3,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.990,agreement_release_only,0.99,False,False,93,0,127,0,2,0,0
v118_review_or_control||tabular_hgb_l2||agreement_release_only||0.995,agreement_release_only,0.995,False,False,0,0,3,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.500,correction_only,0.5,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.600,correction_only,0.6,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.700,correction_only,0.7,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.800,correction_only,0.8,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.850,correction_only,0.85,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.900,correction_only,0.9,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.925,correction_only,0.925,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.950,correction_only,0.95,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.500,release_or_correct,0.5,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.600,release_or_correct,0.6,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.700,release_or_correct,0.7,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.800,release_or_correct,0.8,False,False,247,0,318,0,9,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.850,release_or_correct,0.85,False,False,244,0,315,0,7,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.900,release_or_correct,0.9,False,False,237,0,306,0,7,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.925,release_or_correct,0.925,False,False,234,0,302,0,7,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.950,release_or_correct,0.95,False,False,223,0,285,0,6,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.975,release_or_correct,0.975,False,False,203,0,261,0,4,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.985,release_or_correct,0.985,False,False,151,0,197,0,3,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.990,release_or_correct,0.99,False,False,93,0,127,0,2,0,0
v118_review_or_control||tabular_hgb_l2||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,3,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.500,agreement_release_only,0.5,False,False,247,0,318,0,9,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.600,agreement_release_only,0.6,False,False,246,0,315,0,9,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.700,agreement_release_only,0.7,False,False,242,0,311,0,9,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.800,agreement_release_only,0.8,False,False,239,0,306,0,6,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.850,agreement_release_only,0.85,False,False,237,0,303,0,5,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.900,agreement_release_only,0.9,False,False,228,0,291,0,5,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.925,agreement_release_only,0.925,False,False,219,0,281,0,4,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.950,agreement_release_only,0.95,False,False,206,0,264,0,4,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.975,agreement_release_only,0.975,False,False,171,0,219,0,2,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.985,agreement_release_only,0.985,False,False,126,0,163,0,1,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990,agreement_release_only,0.99,True,False,88,0,117,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.995,agreement_release_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.500,correction_only,0.5,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.600,correction_only,0.6,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.700,correction_only,0.7,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.800,correction_only,0.8,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.850,correction_only,0.85,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.900,correction_only,0.9,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.925,correction_only,0.925,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.950,correction_only,0.95,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.975,correction_only,0.975,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.985,correction_only,0.985,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.990,correction_only,0.99,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||correction_only||0.995,correction_only,0.995,False,False,0,0,0,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.500,release_or_correct,0.5,False,False,247,0,318,0,9,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.600,release_or_correct,0.6,False,False,246,0,315,0,9,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.700,release_or_correct,0.7,False,False,242,0,311,0,9,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.800,release_or_correct,0.8,False,False,239,0,306,0,6,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.850,release_or_correct,0.85,False,False,237,0,303,0,5,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.900,release_or_correct,0.9,False,False,228,0,291,0,5,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.925,release_or_correct,0.925,False,False,219,0,281,0,4,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.950,release_or_correct,0.95,False,False,206,0,264,0,4,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.975,release_or_correct,0.975,False,False,171,0,219,0,2,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.985,release_or_correct,0.985,False,False,126,0,163,0,1,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.990,release_or_correct,0.99,True,False,88,0,117,0,0,0,0
v161_final_review_or_reject||tabular_hgb_l2||release_or_correct||0.995,release_or_correct,0.995,False,False,0,0,0,0,0,0,0
