risk_policy,prediction_policy,target_coverage,pass_n,pass_rate,review_n,review_rate,pass_accuracy,pass_balanced_accuracy,pass_sensitivity,pass_specificity,pass_tn,pass_fp,pass_fn,pass_tp
main_uncertainty_only,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.7727272727272727,0.6875,0.375,1.0,14,0,5,3
main_uncertainty_only,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.7727272727272727,0.6875,0.375,1.0,14,0,5,3
main_uncertainty_only,main,0.25,27,0.25,81,0.75,0.7037037037037037,0.6205882352941177,0.3,0.9411764705882353,16,1,7,3
main_uncertainty_only,safety_switch,0.25,27,0.25,81,0.75,0.7407407407407407,0.6705882352941177,0.4,0.9411764705882353,16,1,6,4
main_uncertainty_only,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.575,0.25,0.9,18,2,9,3
main_uncertainty_only,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.6166666666666667,0.3333333333333333,0.9,18,2,8,4
main_uncertainty_only,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.5654761904761905,0.21428571428571427,0.9166666666666666,22,2,11,3
main_uncertainty_only,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6842105263157895,0.6011904761904762,0.2857142857142857,0.9166666666666666,22,2,10,4
main_uncertainty_only,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6511627906976745,0.556712962962963,0.1875,0.9259259259259259,25,2,13,3
main_uncertainty_only,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.587962962962963,0.25,0.9259259259259259,25,2,12,4
main_uncertainty_only,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6326530612244898,0.5456140350877193,0.15789473684210525,0.9333333333333333,28,2,16,3
main_uncertainty_only,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.5982456140350877,0.2631578947368421,0.9333333333333333,28,2,14,5
main_uncertainty_only,main,0.49999999999999994,54,0.5,54,0.5,0.6296296296296297,0.5596590909090909,0.18181818181818182,0.9375,30,2,18,4
main_uncertainty_only,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6666666666666666,0.6122159090909091,0.3181818181818182,0.90625,29,3,15,7
main_uncertainty_only,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.5932203389830508,0.5261904761904762,0.16666666666666666,0.8857142857142857,31,4,20,4
main_uncertainty_only,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6610169491525424,0.6160714285714286,0.375,0.8571428571428571,30,5,15,9
main_uncertainty_only,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6153846153846154,0.5223577235772358,0.16666666666666666,0.8780487804878049,36,5,20,4
main_uncertainty_only,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6615384615384615,0.6021341463414633,0.375,0.8292682926829268,34,7,15,9
main_uncertainty_only,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.5857142857142857,0.5,0.2,0.8,36,9,20,5
main_uncertainty_only,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6285714285714286,0.5777777777777777,0.4,0.7555555555555555,34,11,15,10
main_uncertainty_only,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.618421052631579,0.5688405797101449,0.3333333333333333,0.8043478260869565,37,9,20,10
main_uncertainty_only,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6578947368421053,0.6304347826086957,0.5,0.7608695652173914,35,11,15,15
main_uncertainty_only,main,0.7499999999999998,81,0.75,27,0.25,0.6172839506172839,0.5823863636363636,0.3939393939393939,0.7708333333333334,37,11,20,13
main_uncertainty_only,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.654320987654321,0.637310606060606,0.5454545454545454,0.7291666666666666,35,13,15,18
main_uncertainty_only,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.6162790697674418,0.5844444444444444,0.3888888888888889,0.78,39,11,22,14
main_uncertainty_only,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.6627906976744186,0.6516666666666666,0.5833333333333334,0.72,36,14,15,21
main_uncertainty_only,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6086956521739131,0.5846153846153846,0.4,0.7692307692307693,40,12,24,16
main_uncertainty_only,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6739130434782609,0.6682692307692308,0.625,0.7115384615384616,37,15,15,25
main_uncertainty_only,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6185567010309279,0.5932900432900433,0.40476190476190477,0.7818181818181819,43,12,25,17
main_uncertainty_only,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6907216494845361,0.6850649350649352,0.6428571428571429,0.7272727272727273,40,15,15,27
main_uncertainty_only,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6310679611650486,0.6101532567049808,0.4444444444444444,0.7758620689655172,45,13,25,20
main_uncertainty_only,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6990291262135923,0.6954022988505747,0.6666666666666666,0.7241379310344828,42,16,15,30
main_uncertainty_only,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
main_uncertainty_only,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
main_uncertainty_only+safety_binary,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.7727272727272727,0.6875,0.375,1.0,14,0,5,3
main_uncertainty_only+safety_binary,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.7727272727272727,0.6875,0.375,1.0,14,0,5,3
main_uncertainty_only+safety_binary,main,0.25,27,0.25,81,0.75,0.7037037037037037,0.611111111111111,0.3333333333333333,0.8888888888888888,16,2,6,3
main_uncertainty_only+safety_binary,safety_switch,0.25,27,0.25,81,0.75,0.7037037037037037,0.611111111111111,0.3333333333333333,0.8888888888888888,16,2,6,3
main_uncertainty_only+safety_binary,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.5887445887445888,0.2727272727272727,0.9047619047619048,19,2,8,3
main_uncertainty_only+safety_binary,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.5887445887445888,0.2727272727272727,0.9047619047619048,19,2,8,3
main_uncertainty_only+safety_binary,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.5654761904761905,0.21428571428571427,0.9166666666666666,22,2,11,3
main_uncertainty_only+safety_binary,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.5654761904761905,0.21428571428571427,0.9166666666666666,22,2,11,3
main_uncertainty_only+safety_binary,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.5642857142857143,0.2,0.9285714285714286,26,2,12,3
main_uncertainty_only+safety_binary,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.5642857142857143,0.2,0.9285714285714286,26,2,12,3
main_uncertainty_only+safety_binary,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6530612244897959,0.5719298245614035,0.21052631578947367,0.9333333333333333,28,2,15,4
main_uncertainty_only+safety_binary,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6530612244897959,0.5719298245614035,0.21052631578947367,0.9333333333333333,28,2,15,4
main_uncertainty_only+safety_binary,main,0.49999999999999994,54,0.5,54,0.5,0.6481481481481481,0.5481203007518797,0.21052631578947367,0.8857142857142857,31,4,15,4
main_uncertainty_only+safety_binary,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6481481481481481,0.5481203007518797,0.21052631578947367,0.8857142857142857,31,4,15,4
main_uncertainty_only+safety_binary,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6440677966101694,0.5302631578947368,0.21052631578947367,0.85,34,6,15,4
main_uncertainty_only+safety_binary,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6440677966101694,0.5302631578947368,0.21052631578947367,0.85,34,6,15,4
main_uncertainty_only+safety_binary,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6307692307692307,0.5405844155844155,0.2857142857142857,0.7954545454545454,35,9,15,6
main_uncertainty_only+safety_binary,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6307692307692307,0.5405844155844155,0.2857142857142857,0.7954545454545454,35,9,15,6
main_uncertainty_only+safety_binary,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6571428571428571,0.6092657342657343,0.4230769230769231,0.7954545454545454,35,9,15,11
main_uncertainty_only+safety_binary,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6571428571428571,0.6092657342657343,0.4230769230769231,0.7954545454545454,35,9,15,11
main_uncertainty_only+safety_binary,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6578947368421053,0.6243580337490829,0.4827586206896552,0.7659574468085106,36,11,15,14
main_uncertainty_only+safety_binary,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6578947368421053,0.6243580337490829,0.4827586206896552,0.7659574468085106,36,11,15,14
main_uncertainty_only+safety_binary,main,0.7499999999999998,81,0.75,27,0.25,0.6666666666666666,0.6380645161290323,0.5161290322580645,0.76,38,12,15,16
main_uncertainty_only+safety_binary,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.6666666666666666,0.6380645161290323,0.5161290322580645,0.76,38,12,15,16
main_uncertainty_only+safety_binary,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.686046511627907,0.6595197255574614,0.5454545454545454,0.7735849056603774,41,12,15,18
main_uncertainty_only+safety_binary,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.686046511627907,0.6595197255574614,0.5454545454545454,0.7735849056603774,41,12,15,18
main_uncertainty_only+safety_binary,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6755952380952381,0.5833333333333334,0.7678571428571429,43,13,15,21
main_uncertainty_only+safety_binary,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6755952380952381,0.5833333333333334,0.7678571428571429,43,13,15,21
main_uncertainty_only+safety_binary,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6804123711340206,0.6609649122807018,0.55,0.7719298245614035,44,13,18,22
main_uncertainty_only+safety_binary,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.711340206185567,0.6984649122807017,0.625,0.7719298245614035,44,13,15,25
main_uncertainty_only+safety_binary,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6407766990291263,0.6250953470633105,0.4782608695652174,0.7719298245614035,44,13,24,22
main_uncertainty_only+safety_binary,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.7281553398058253,0.7229214340198322,0.6739130434782609,0.7719298245614035,44,13,15,31
main_uncertainty_only+safety_binary,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
main_uncertainty_only+safety_binary,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
main_uncertainty_only+safety_soft,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.7727272727272727,0.6875,0.375,1.0,14,0,5,3
main_uncertainty_only+safety_soft,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.7727272727272727,0.6875,0.375,1.0,14,0,5,3
main_uncertainty_only+safety_soft,main,0.25,27,0.25,81,0.75,0.7037037037037037,0.611111111111111,0.3333333333333333,0.8888888888888888,16,2,6,3
main_uncertainty_only+safety_soft,safety_switch,0.25,27,0.25,81,0.75,0.7037037037037037,0.611111111111111,0.3333333333333333,0.8888888888888888,16,2,6,3
main_uncertainty_only+safety_soft,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.5887445887445888,0.2727272727272727,0.9047619047619048,19,2,8,3
main_uncertainty_only+safety_soft,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.5887445887445888,0.2727272727272727,0.9047619047619048,19,2,8,3
main_uncertainty_only+safety_soft,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.5654761904761905,0.21428571428571427,0.9166666666666666,22,2,11,3
main_uncertainty_only+safety_soft,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.5654761904761905,0.21428571428571427,0.9166666666666666,22,2,11,3
main_uncertainty_only+safety_soft,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.5642857142857143,0.2,0.9285714285714286,26,2,12,3
main_uncertainty_only+safety_soft,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.5642857142857143,0.2,0.9285714285714286,26,2,12,3
main_uncertainty_only+safety_soft,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6530612244897959,0.5719298245614035,0.21052631578947367,0.9333333333333333,28,2,15,4
main_uncertainty_only+safety_soft,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6530612244897959,0.5719298245614035,0.21052631578947367,0.9333333333333333,28,2,15,4
main_uncertainty_only+safety_soft,main,0.49999999999999994,54,0.5,54,0.5,0.6296296296296297,0.5411764705882353,0.2,0.8823529411764706,30,4,16,4
main_uncertainty_only+safety_soft,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6481481481481481,0.5661764705882353,0.25,0.8823529411764706,30,4,15,5
main_uncertainty_only+safety_soft,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.5932203389830508,0.5261904761904762,0.16666666666666666,0.8857142857142857,31,4,20,4
main_uncertainty_only+safety_soft,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6610169491525424,0.6160714285714286,0.375,0.8571428571428571,30,5,15,9
main_uncertainty_only+safety_soft,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6153846153846154,0.5223577235772358,0.16666666666666666,0.8780487804878049,36,5,20,4
main_uncertainty_only+safety_soft,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6615384615384615,0.6021341463414633,0.375,0.8292682926829268,34,7,15,9
main_uncertainty_only+safety_soft,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.5857142857142857,0.5,0.2,0.8,36,9,20,5
main_uncertainty_only+safety_soft,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6285714285714286,0.5777777777777777,0.4,0.7555555555555555,34,11,15,10
main_uncertainty_only+safety_soft,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.618421052631579,0.5688405797101449,0.3333333333333333,0.8043478260869565,37,9,20,10
main_uncertainty_only+safety_soft,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6578947368421053,0.6304347826086957,0.5,0.7608695652173914,35,11,15,15
main_uncertainty_only+safety_soft,main,0.7499999999999998,81,0.75,27,0.25,0.6172839506172839,0.5823863636363636,0.3939393939393939,0.7708333333333334,37,11,20,13
main_uncertainty_only+safety_soft,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.654320987654321,0.637310606060606,0.5454545454545454,0.7291666666666666,35,13,15,18
main_uncertainty_only+safety_soft,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.6162790697674418,0.5844444444444444,0.3888888888888889,0.78,39,11,22,14
main_uncertainty_only+safety_soft,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.6627906976744186,0.6516666666666666,0.5833333333333334,0.72,36,14,15,21
main_uncertainty_only+safety_soft,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6086956521739131,0.5846153846153846,0.4,0.7692307692307693,40,12,24,16
main_uncertainty_only+safety_soft,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6739130434782609,0.6682692307692308,0.625,0.7115384615384616,37,15,15,25
main_uncertainty_only+safety_soft,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6185567010309279,0.5932900432900433,0.40476190476190477,0.7818181818181819,43,12,25,17
main_uncertainty_only+safety_soft,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6907216494845361,0.6850649350649352,0.6428571428571429,0.7272727272727273,40,15,15,27
main_uncertainty_only+safety_soft,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6310679611650486,0.6101532567049808,0.4444444444444444,0.7758620689655172,45,13,25,20
main_uncertainty_only+safety_soft,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6990291262135923,0.6954022988505747,0.6666666666666666,0.7241379310344828,42,16,15,30
main_uncertainty_only+safety_soft,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
main_uncertainty_only+safety_soft,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
heuristic_quality_score,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.5909090909090909,0.5666666666666667,0.3,0.8333333333333334,10,2,7,3
heuristic_quality_score,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.5909090909090909,0.5833333333333333,0.5,0.6666666666666666,8,4,5,5
heuristic_quality_score,main,0.25,27,0.25,81,0.75,0.5555555555555556,0.5833333333333334,0.3333333333333333,0.8333333333333334,10,2,10,5
heuristic_quality_score,safety_switch,0.25,27,0.25,81,0.75,0.5925925925925926,0.6,0.5333333333333333,0.6666666666666666,8,4,7,8
heuristic_quality_score,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.53125,0.53125,0.3125,0.75,12,4,11,5
heuristic_quality_score,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.59375,0.59375,0.5625,0.625,10,6,7,9
heuristic_quality_score,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6052631578947368,0.5653409090909092,0.3125,0.8181818181818182,18,4,11,5
heuristic_quality_score,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.631578947368421,0.6221590909090908,0.5625,0.6818181818181818,15,7,7,9
heuristic_quality_score,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.627906976744186,0.5636574074074074,0.3125,0.8148148148148148,22,5,11,5
heuristic_quality_score,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6511627906976745,0.6331018518518519,0.5625,0.7037037037037037,19,8,7,9
heuristic_quality_score,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6326530612244898,0.5698924731182795,0.3333333333333333,0.8064516129032258,25,6,12,6
heuristic_quality_score,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6530612244897959,0.6442652329749103,0.6111111111111112,0.6774193548387096,21,10,7,11
heuristic_quality_score,main,0.49999999999999994,54,0.5,54,0.5,0.6111111111111112,0.5470588235294117,0.3,0.7941176470588235,27,7,14,6
heuristic_quality_score,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6296296296296297,0.6132352941176471,0.55,0.6764705882352942,23,11,9,11
heuristic_quality_score,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.576271186440678,0.5370588235294118,0.28,0.7941176470588235,27,7,18,7
heuristic_quality_score,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6101694915254238,0.5982352941176471,0.52,0.6764705882352942,23,11,12,13
heuristic_quality_score,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6,0.5661196911196912,0.32142857142857145,0.8108108108108109,30,7,19,9
heuristic_quality_score,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6461538461538462,0.6370656370656371,0.5714285714285714,0.7027027027027027,26,11,12,16
heuristic_quality_score,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6,0.5535714285714286,0.32142857142857145,0.7857142857142857,33,9,19,9
heuristic_quality_score,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6428571428571429,0.6309523809523809,0.5714285714285714,0.6904761904761905,29,13,12,16
heuristic_quality_score,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.631578947368421,0.5766691122523844,0.3448275862068966,0.8085106382978723,38,9,19,10
heuristic_quality_score,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6710526315789473,0.6548055759354365,0.5862068965517241,0.723404255319149,34,13,12,17
heuristic_quality_score,main,0.7499999999999998,81,0.75,27,0.25,0.6172839506172839,0.5674193548387096,0.3548387096774194,0.78,39,11,20,11
heuristic_quality_score,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.654320987654321,0.6403225806451613,0.5806451612903226,0.7,35,15,13,18
heuristic_quality_score,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.627906976744186,0.5780445969125214,0.36363636363636365,0.7924528301886793,42,11,21,12
heuristic_quality_score,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.6744186046511628,0.6615208690680389,0.6060606060606061,0.7169811320754716,38,15,13,20
heuristic_quality_score,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6521739130434783,0.6162162162162163,0.43243243243243246,0.8,44,11,21,16
